SMILES,CID,ROMol,molecular_weight,n_hba,n_hbd,logp,f_avg_pIC50,r_avg_pIC50,Ro5_fulfilled
Cc1cc(N)ncc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-17,<rdkit.Chem.rdchem.Mol object at 0x1683bf300>,275.082539748,3,2,2.806820000000001,4.002176919254275,4.00436480540245,True
O=C(CCl)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,MAT-POS-2db6411e-2,<rdkit.Chem.rdchem.Mol object at 0x1683bf290>,302.058883112,3,1,1.9286,4.888789622181815,5.804397499038291,True
Cc1ccncc1N1CCC(c2cccc(Cl)c2)C1=O,EDJ-MED-e66f2cc5-1,<rdkit.Chem.rdchem.Mol object at 0x1683bf220>,286.08729078,2,0,3.563920000000002,4.349487009504575,4.889605536803154,True
COc1ccc2c(c1)CN(C(=O)CCl)C(c1ccccc1)C2,NAU-LAT-64f4b287-4,<rdkit.Chem.rdchem.Mol object at 0x1683bf1b0>,315.10260649599996,2,0,3.5600000000000023,5.427232322525127,5.748538819249214,True
Cc1ccncc1NC(=O)Cc1cccc(-c2cn[nH]c2)c1,EDJ-MED-e58735b6-4,<rdkit.Chem.rdchem.Mol object at 0x1683bf140>,292.132411132,3,2,2.9613200000000006,4.274372049653905,4.00436480540245,True
O=C(CCl)N1CCN(S(=O)(=O)C2=CC[SH]=C2)CC1,MAK-UNK-d4768348-1,<rdkit.Chem.rdchem.Mol object at 0x1683bf0d0>,310.02126202000005,3,1,-0.13560000000000016,5.787587761959426,6.314782808408732,True
Cc1ccncc1NC(=O)CCc1cccc(F)c1,BEN-DND-93268d01-6,<rdkit.Chem.rdchem.Mol object at 0x1683bf060>,258.11684132,2,1,3.1004200000000015,4.233185072768176,4.00436480540245,True
CC(=O)N1CCN(CC(=O)Nc2cnccc2C)CC1,BEN-DND-93268d01-8,<rdkit.Chem.rdchem.Mol object at 0x1683beff0>,276.15862588,4,1,0.49261999999999984,6.195249005590129,4.00436480540245,True
Cc1ccncc1NC(=O)CN1CCCCC1,BEN-DND-93268d01-11,<rdkit.Chem.rdchem.Mol object at 0x1683bef80>,233.152812228,3,1,1.81442,4.002176919254275,4.00436480540245,True
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2ccccc2)CC1,BEN-DND-7e92b6ca-10,<rdkit.Chem.rdchem.Mol object at 0x1683bef10>,347.163376912,3,1,2.4861000000000004,5.057428039266636,4.726823942665062,True
COc1ccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)cc1,BEN-DND-7e92b6ca-11,<rdkit.Chem.rdchem.Mol object at 0x1683beea0>,363.158291532,4,1,2.4991000000000003,4.833455313320813,4.019106251547674,True
COc1cccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,BEN-DND-7e92b6ca-12,<rdkit.Chem.rdchem.Mol object at 0x1683bee30>,363.158291532,4,1,2.4991000000000003,5.122074359408076,4.705538880510575,True
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccc(F)cc2)CC1,BEN-DND-7e92b6ca-14,<rdkit.Chem.rdchem.Mol object at 0x1683bedc0>,351.13830503599996,3,1,2.629600000000001,4.782447127226373,4.278338349332568,True
Cc1ccncc1CC(=O)Nc1cccc(Cl)c1,EDJ-MED-49816e9b-1,<rdkit.Chem.rdchem.Mol object at 0x1683bece0>,260.071640716,2,1,3.2246200000000016,4.524916138721734,4.579019571813598,True
Cc1ccncc1N1CCC(c2cccc(Cl)c2)S1(=O)=O,EDJ-MED-49816e9b-4,<rdkit.Chem.rdchem.Mol object at 0x1683bec70>,322.0542764,3,0,3.324620000000002,4.070479287704763,4.165930654794915,True
Cc1ccncc1N1CCN(c2cccc(Cl)c2)C1=O,JAG-UCB-cedd89ab-1,<rdkit.Chem.rdchem.Mol object at 0x1683bec00>,287.08253974799993,2,0,3.490020000000002,4.08792087216765,4.00436480540245,True
O=C(Nc1cnccc1CO)[C@@H]1COc2ccc(Cl)cc21,JAG-UCB-a3ef7265-3,<rdkit.Chem.rdchem.Mol object at 0x1683beb90>,304.061469956,4,2,2.3420000000000005,4.373050721371431,4.735466367502776,True
O=C(Nc1nncn1C1CC1)C1CCOc2ccc(Cl)cc21,JAG-UCB-a3ef7265-20,<rdkit.Chem.rdchem.Mol object at 0x1683beab0>,318.0883534,5,1,2.771200000000001,6.21839864131865,4.00436480540245,True
COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2ccc(F)cc12,MAT-POS-590ac91e-41,<rdkit.Chem.rdchem.Mol object at 0x1683be9d0>,370.132885308,4,2,2.873100000000001,4.784061450128491,4.5610732673579575,True
Cc1ccncc1NC(=O)CN1C(=O)COc2ccc(Cl)cc21,BAR-COM-0f94fc3d-48,<rdkit.Chem.rdchem.Mol object at 0x1683be960>,331.072368988,4,1,2.40752,4.222333026575869,4.40974585142893,True
O=C1C(=O)N(Cc2ccc(Br)cc2)c2ccccc21,LOR-NEU-c8f11034-5,<rdkit.Chem.rdchem.Mol object at 0x1683be8f0>,314.98949066,2,0,3.178600000000001,3.703334809738469,6.1264240210097975,True
N#Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,MAT-POS-ee51dedd-1,<rdkit.Chem.rdchem.Mol object at 0x1683be880>,277.098189812,3,0,1.4412800000000001,4.705718734658902,4.911997702989909,True
O=C(CCl)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAT-POS-ee51dedd-2,<rdkit.Chem.rdchem.Mol object at 0x1683be810>,308.00561195600005,4,0,0.8197999999999999,5.787587761959426,6.314782808408732,True
COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(C)c12,EDJ-MED-6af13d92-1,<rdkit.Chem.rdchem.Mol object at 0x1683be7a0>,352.14230712,4,2,2.653920000000001,4.973833861439257,5.584775592114277,True
COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12,EDJ-MED-6af13d92-3,<rdkit.Chem.rdchem.Mol object at 0x1683be730>,368.13722174,5,2,2.3541,5.6927355509561925,5.682607887978274,True
O=C1N(Cc2cccc(Cl)c2)CCN1c1nccc2[nH]ncc12,ALP-POS-91609ae9-3,<rdkit.Chem.rdchem.Mol object at 0x1683be6c0>,327.08868774800004,3,1,3.0535000000000005,5.341256723944257,5.536462781561837,True
COc1ccc2nnn(CC(=O)N(Cc3ccccn3)c3ccc(C4CCNCC4)cc3)c2c1,ALP-POS-c0c213c9-1,<rdkit.Chem.rdchem.Mol object at 0x1683be650>,456.22737413600004,7,1,3.535300000000001,4.411460399708347,4.49228181425357,True
O=C(CN(C(=O)Cn1nnc2ccccc21)c1ccc(-c2ccccc2)cc1)N1CCNCC1,ALP-POS-c0c213c9-3,<rdkit.Chem.rdchem.Mol object at 0x1683be5e0>,454.21172407200004,6,1,2.5633,4.002176919254275,4.00436480540245,True
NCc1cn(CC(=O)N(Cc2cscn2)c2ccc(-c3ccccc3)nc2)nn1,ALP-POS-c0c213c9-4,<rdkit.Chem.rdchem.Mol object at 0x1683be570>,405.1371792280001,8,1,2.4887000000000006,4.002176919254275,4.00436480540245,True
NCc1cn(CC(=O)N(CC(=O)N2CCNCC2)c2ccc(-c3ccccc3)cc2)nn1,ALP-POS-c0c213c9-7,<rdkit.Chem.rdchem.Mol object at 0x1683be500>,433.2226231040001,7,2,0.8688000000000007,4.002176919254275,4.00436480540245,True
NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(-n3cnnc3)cc2)nn1,ALP-POS-c0c213c9-11,<rdkit.Chem.rdchem.Mol object at 0x1683be490>,394.1324281960001,9,1,1.6123999999999994,4.002176919254275,4.00436480540245,True
O=C(Cn1nnc2ccccc21)N(Cc1ccccn1)c1cnc(-c2ccccc2)nc1,ALP-POS-c0c213c9-15,<rdkit.Chem.rdchem.Mol object at 0x1683be420>,421.16510822800007,7,0,3.516700000000002,4.002176919254275,4.00436480540245,True
O=C(Cn1nnc2ccccc21)N(Cc1ccccn1)c1ccc(-n2cnnc2)cc1,ALP-POS-c0c213c9-18,<rdkit.Chem.rdchem.Mol object at 0x1683be3b0>,410.16035719600006,8,0,2.6404000000000005,4.002176919254275,4.00436480540245,True
CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-c59291d4-2,<rdkit.Chem.rdchem.Mol object at 0x1683be340>,419.1415959120001,6,1,4.074700000000003,5.788442421953031,4.900932353149608,True
O=C(Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1)C1CC1,ALP-POS-c59291d4-3,<rdkit.Chem.rdchem.Mol object at 0x1683be2d0>,431.14159591200007,6,1,4.074700000000003,5.398487773968829,4.547397100122097,True
CNc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-c59291d4-4,<rdkit.Chem.rdchem.Mol object at 0x1683be260>,377.13103122800004,6,1,3.7679000000000027,5.363619715052075,4.728695746519753,True
O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12,ALP-POS-c59291d4-5,<rdkit.Chem.rdchem.Mol object at 0x1683be1f0>,272.035255208,3,1,3.435500000000001,7.301029995663982,7.25394396226882,True
Cc1ccc(-n2ncc3c(=O)n(CC(N)=O)cnc32)cc1C,JAG-UCB-ef2c0e8e-4,<rdkit.Chem.rdchem.Mol object at 0x1683be180>,297.12257472000005,6,1,0.6843399999999996,4.002176919254275,4.00436480540245,True
Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)cc1C,JAG-UCB-1d922829-1,<rdkit.Chem.rdchem.Mol object at 0x1683be110>,383.163376912,4,1,4.090640000000002,4.002176919254275,4.361350908499002,True
Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)c(C)c1,JAG-UCB-1d922829-2,<rdkit.Chem.rdchem.Mol object at 0x1683be0a0>,383.163376912,4,1,4.090640000000001,4.002176919254275,4.262853018855186,True
Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)cc1Cl,JAG-UCB-1d922829-3,<rdkit.Chem.rdchem.Mol object at 0x1683be030>,403.10875449599996,4,1,4.435620000000003,4.002176919254275,4.491558694196877,True
CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(Cl)c1,JAG-UCB-1d922829-4,<rdkit.Chem.rdchem.Mol object at 0x1683bdfc0>,354.033811236,2,1,4.124100000000002,4.002176919254275,4.00436480540245,True
CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(C#N)c1,JAG-UCB-1d922829-5,<rdkit.Chem.rdchem.Mol object at 0x1683bdf50>,345.06803255600005,3,1,3.3423800000000012,4.002176919254275,4.00436480540245,True
CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(C(F)(F)F)c1,JAG-UCB-1d922829-6,<rdkit.Chem.rdchem.Mol object at 0x1683bdee0>,388.060168216,2,1,4.489500000000002,4.002176919254275,4.00436480540245,True
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,LON-WEI-babf2c61-7,<rdkit.Chem.rdchem.Mol object at 0x1683bdc40>,496.15223876000005,4,1,4.730380000000004,4.953671435197963,5.521096932731906,True
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,LON-WEI-babf2c61-9,<rdkit.Chem.rdchem.Mol object at 0x1683bdbd0>,471.15698979200005,3,1,4.858700000000004,4.696366272559128,5.213464227803739,True
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,LON-WEI-babf2c61-14,<rdkit.Chem.rdchem.Mol object at 0x1683ef3e0>,475.20196791200004,6,1,3.997080000000003,4.002176919254275,4.976689595061735,True
Cc1cc2c(N)nc(=O)n(CC(=O)Nc3cccc(Cl)c3)c2s1,JAG-UCB-77729364-1,<rdkit.Chem.rdchem.Mol object at 0x1683eeab0>,348.04477433600005,6,2,2.64072,4.002176919254275,4.00436480540245,True
O=C(Cc1cccc(Cl)c1)Nc1cn[nH]c1,MIC-UNK-66895286-1,<rdkit.Chem.rdchem.Mol object at 0x1683eea40>,235.05123962,2,2,2.2443,4.002176919254275,4.00436480540245,True
Cc1[nH]ncc1CC(=O)Nc1cccc(Cl)c1,MIC-UNK-66895286-3,<rdkit.Chem.rdchem.Mol object at 0x1683eedc0>,249.066889684,2,2,2.5527200000000008,4.262756523164225,4.00436480540245,True
CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-d2866bdf-1,<rdkit.Chem.rdchem.Mol object at 0x1683ee9d0>,391.14668129200004,6,0,3.792200000000003,5.746244193533122,5.270120225906923,True
CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccccc2Cc2ccccc2)n1,LON-WEI-ff7b210a-4,<rdkit.Chem.rdchem.Mol object at 0x1683ee960>,401.060090052,5,1,3.3766000000000016,6.297154329312601,6.08299826539316,True
CCOC(=O)c1nc(S(C)(=O)=O)ncc1Cl,LON-WEI-ff7b210a-5,<rdkit.Chem.rdchem.Mol object at 0x1683ee8f0>,263.997155448,6,0,0.7101999999999999,5.7956130718322445,5.983350113473457,True
O=C(Cc1cccc(Cl)c1)Nc1cccc2[nH]ncc12,VLA-UCB-00f2c2b3-7,<rdkit.Chem.rdchem.Mol object at 0x1683ee880>,285.066889684,2,2,3.397500000000001,4.002176919254275,4.627034448357264,True
O=C(Cc1cncc2ccccc12)Nc1cc(Cl)cc(OC2CCC(=O)N2)c1,ERI-UCB-ce40166b-6,<rdkit.Chem.rdchem.Mol object at 0x1683ee810>,395.103669116,4,2,3.6843000000000012,4.415965255591834,4.7129967003757605,True
O=C1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1,ERI-UCB-ce40166b-17,<rdkit.Chem.rdchem.Mol object at 0x1683ee7a0>,427.09349835600005,5,3,2.2150999999999996,5.957057313018042,5.92806778946035,True
COc1ccc(Cl)cc1N1C(=O)CN(Cc2cc(=O)[nH]c3ccccc23)C1=O,JAG-UCB-c37fbdcd-2,<rdkit.Chem.rdchem.Mol object at 0x1683ee730>,397.08293367199997,4,1,3.158900000000001,4.002176919254275,4.00436480540245,True
O=C(Cc1cccc(Cl)c1)Nc1cncc2ccccc12,ADA-UCB-6c2cb422-1,<rdkit.Chem.rdchem.Mol object at 0x1683ee6c0>,296.07164071600005,2,1,4.069400000000002,6.137745533257896,5.976040695179852,True
O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc21,NAU-LAT-8502cac5-8,<rdkit.Chem.rdchem.Mol object at 0x1683ee650>,332.094311372,6,1,1.5127,4.162025541094868,4.571156746622935,True
O=C(Nc1cnccc1CO)C1CCOc2ccc(Cl)cc21,LON-WEI-0a73fcb8-7,<rdkit.Chem.rdchem.Mol object at 0x1683ee5e0>,318.07712002,4,2,2.732100000000001,4.864168358979194,4.178153793038874,True
CN(C)S(=O)(=O)c1cccc(C(=O)Nc2c(-c3ccccc3)nc3sccn23)c1,TAT-ENA-80bfd3e5-1,<rdkit.Chem.rdchem.Mol object at 0x1683ee570>,426.0820324360001,6,1,3.565400000000002,6.011075344333515,4.00436480540245,True
Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1,TAT-ENA-80bfd3e5-4,<rdkit.Chem.rdchem.Mol object at 0x1683ee500>,329.061884556,3,0,4.039320000000003,6.1431947990680085,6.150894662902452,True
CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,TAT-ENA-80bfd3e5-7,<rdkit.Chem.rdchem.Mol object at 0x1683bdb60>,336.081159844,5,2,2.72846,5.9045740690730675,5.8174386173423205,True
Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,TAT-ENA-80bfd3e5-32,<rdkit.Chem.rdchem.Mol object at 0x1683bdaf0>,319.09752111599994,4,0,3.3664400000000017,5.550062806408217,5.381637758301185,True
CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)c(NC(=O)CCl)c1,TAT-ENA-80bfd3e5-36,<rdkit.Chem.rdchem.Mol object at 0x1683bda80>,382.075405768,4,1,3.0877000000000017,5.490959011856335,5.157603642239074,True
O=C(Nc1cc(=O)[nH]c2ccccc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-c61058a9-45,<rdkit.Chem.rdchem.Mol object at 0x1683bda10>,354.07712002000005,3,2,3.686300000000003,4.002176919254275,4.318594271505225,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(C2COC2)c1,WIL-MOD-03b86a88-2,<rdkit.Chem.rdchem.Mol object at 0x1683bd9a0>,316.097855464,3,1,3.338420000000002,4.719173978532337,4.244862263817556,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1,WIL-MOD-03b86a88-4,<rdkit.Chem.rdchem.Mol object at 0x1683bd930>,332.092770084,4,1,3.002220000000001,4.797147907741657,4.8158288891811285,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,WIL-MOD-03b86a88-6,<rdkit.Chem.rdchem.Mol object at 0x1683bd8c0>,354.05533902,4,3,1.84002,4.948593105586452,4.839477205112083,True
COc1c(Cl)cccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,ALP-POS-3fc1724e-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd850>,372.087684704,4,2,2.998900000000001,5.194593617469808,4.7813717877957425,True
COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,MAT-POS-c9973a83-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd7e0>,290.0822054,3,1,3.233220000000001,4.434361322817992,4.360485576431701,True
O=C1CC(Oc2cc(Cl)cc(CC(=O)Nn3cnc4ccccc43)c2)N1,MAT-POS-c478e61b-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd770>,370.08326802000005,5,2,2.2273,4.085558917134041,4.00436480540245,True
O=C1CC(Oc2cc(Cl)cc(CC(=O)Nn3cnc4ccccc4c3=O)c2)N1,JAN-GHE-74b8b0cb-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd700>,398.07818264,6,2,1.5875,4.002176919254275,4.00436480540245,True
O=C(Cc1cccc(Cl)c1)NC1CCCNC1=O,MIC-UNK-4c7b8ba7-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd690>,266.0822054,2,2,1.2772999999999997,4.002176919254275,4.00436480540245,True
O=C1CC(NC(=O)Cc2cccc(Cl)c2)C(=O)N1,MIC-UNK-fc94cdb5-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd620>,266.045819892,3,2,0.41379999999999956,4.002176919254275,4.00436480540245,True
Cc1ccncc1NC(=O)C(C(=O)c1cc(=O)[nH]c2ccccc12)c1cccc(Cl)c1,ALP-POS-ddb41b15-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd5b0>,431.103669116,4,2,4.490120000000003,4.80134324002516,4.640688022222111,True
CN(C)c1cncc(CN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,ALP-POS-ddb41b15-3,<rdkit.Chem.rdchem.Mol object at 0x1683bd540>,432.135303592,4,1,4.489500000000003,4.23872806363548,4.00436480540245,True
Cc1ccncc1OCCNC(=O)C(C)(C)c1cccc(Cl)c1,WIL-UNI-2e73223c-4,<rdkit.Chem.rdchem.Mol object at 0x1683bd3f0>,332.129155592,3,1,3.5162200000000015,4.002176919254275,4.00436480540245,True
COc1ccc(Cl)cc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,ALP-POS-05819dc4-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd380>,372.087684704,4,2,2.998900000000001,4.002176919254275,6.160042367400975,True
C=CC(=O)N(Cc1cccc(Cl)c1)C(C(=O)NCCc1cccc(F)c1)c1cnccc1C,MAT-POS-c0143b99-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd310>,465.16193294000004,3,1,4.797320000000004,4.002176919254275,4.00436480540245,True
CNc1ccc(N(C(=O)Cn2nnc3ccccc32)c2cccc(Cl)c2)cc1,MAT-POS-06036648-5,<rdkit.Chem.rdchem.Mol object at 0x1683bd2a0>,391.119987876,5,1,4.491300000000003,5.272665052060084,4.976349351315584,True
O=C(Cc1cc(Cl)cc(OC2CC(=O)N2)c1)Nc1cncc2ccccc12,ALP-POS-3b848b35-2,<rdkit.Chem.rdchem.Mol object at 0x1683bd1c0>,381.088019052,4,2,3.294200000000001,6.673440265206619,6.803391209069728,True
O=C(Cc1cccc(Cl)c1)Nc1cnccc1-c1ccccc1,ALP-POS-0c2c77e1-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd150>,322.08729078000005,2,1,4.583200000000003,4.388364447908457,4.59974216893563,True
COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,EDJ-MED-00c1612e-1,<rdkit.Chem.rdchem.Mol object at 0x1683bd0e0>,326.0822054,3,1,4.078000000000003,6.0468202029059555,6.259642154845369,True
O=C(Cc1cccc(Cl)c1)Nc1cnnc2ccccc12,EDJ-MED-50fe53e8-2,<rdkit.Chem.rdchem.Mol object at 0x1683bd070>,297.066889684,3,1,3.4644000000000013,4.002176919254275,4.00436480540245,True
O=C(Cc1cccc(Cl)c1)Nc1ncn2ccccc12,EDJ-MED-50fe53e8-3,<rdkit.Chem.rdchem.Mol object at 0x1683bd000>,285.066889684,3,1,3.1689000000000007,4.002176919254275,4.00436480540245,True
COc1cccc(C2=N/C(=C/c3sccc3C)C(=O)O2)c1,MAT-POS-ea426761-9,<rdkit.Chem.rdchem.Mol object at 0x1683bcf90>,299.061614276,5,0,3.409620000000002,5.931783078689899,5.2948916107852835,True
O=c1oc(Nc2ccccc2)nc2ccccc12,MAT-POS-ea426761-13,<rdkit.Chem.rdchem.Mol object at 0x1683bcf20>,238.07422756,4,1,2.9316000000000013,5.8042838436052975,6.4402939266190256,True
CCCCc1nc(-c2nccn2CC(F)(F)F)c[nH]1,MAT-POS-ea426761-49,<rdkit.Chem.rdchem.Mol object at 0x1683bceb0>,272.12488114,3,1,3.1781000000000015,4.63729051135187,4.00436480540245,True
CCCCc1nc(-c2nccn2CCc2ccccn2)c[nH]1,MAT-POS-ea426761-52,<rdkit.Chem.rdchem.Mol object at 0x1683bce40>,295.17969567200004,4,1,3.2535000000000016,4.662674677961276,4.00436480540245,True
O=C(Cc1cccc(Cl)c1)Nc1cncc2c1CCCC2,EDJ-MED-a364e151-1,<rdkit.Chem.rdchem.Mol object at 0x1683bcdd0>,300.10294084400005,2,1,3.7950000000000017,4.002176919254275,5.734734025239021,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncc[nH]2)c1,RAL-THA-6b94ceba-1,<rdkit.Chem.rdchem.Mol object at 0x1683bcd60>,356.1040034640001,4,2,3.526720000000001,4.002176919254275,4.00436480540245,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncn[nH]2)c1,RAL-THA-6b94ceba-2,<rdkit.Chem.rdchem.Mol object at 0x1683bccf0>,357.09925243200007,5,2,2.9217200000000005,4.431437435545952,4.0914326918172055,True
CC(=O)NCc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,RAL-THA-6b94ceba-5,<rdkit.Chem.rdchem.Mol object at 0x1683bcc80>,331.108754496,3,2,2.8607200000000015,4.383734210948958,4.255542911798444,True
